question_id,db_id,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation_TO_FILL
1679,866,A company wants to migrate its applications from on premises to the AWS Cloud. Which AWS sen/ice or feature can help automate the migration?,AWS Data Exchange,CloudEndure Migration,AWS AppSync,AWS CloudFormation,,B,
1798,867,"A company is migrating its on-premises database to Amazon RDS for MySQL. The company has readheavy workloads, and wants to make sure it re-factors its code to achieve optimum read performance for its queries. How can this objective be met?",Add database retries to effectively use RDS with vertical scaling,Use RDS with multi-AZ deployment,Add a connection string to use an RDS read replica for read queries.,Add a connection string to use a read replica on an EC2 instance,,C,
1622,868,What is the MINIMUM AWS Support plan that offers a response time of less than 15 times for a business-critical outage?,AWS Developer Support,AWS Enterprise Support,AWS Business Support,AWS Basic Support,,B,
1276,869,Which of the following is a shared control between the customer and AWS?,Providing a key for Amazon S3 client-side encryption,Configuration of an Amazon EC2 instance,Environmental controls of physical AWS data centers,Awareness and training,,D,
1261,870,Which AWS service does AWS Snowball Edge natively support?,AWS Server Migration Service (AWS SMS),Amazon Aurora,AWS Trusted Advisor,Amazon EC2,,A,
1657,871,"What does ""security of the cloud"" refer to in the AWS shared responsibility model?",Availability of AWS services such as Amazon EC2,Security of the cloud infrastructure that runs all the AWS services,Implementation of password policies for I AM users,Security of customer environments by using AWS Network Firewall partners,,B,
1406,872,A company has a business-critical Amazon RDS for MySQL DB instance that resides in a single Availability Zone. Which solution will improve the availability of the DB instance?,Convert the DB instance into a multi-Region deployment.,Create an Amazon Simple Queue Service (Amazon SQS) queue in the same AWS Region to manage writes to the DB instance.,Convert the DB instance into a Multi-AZ deployment.,Create an Amazon Simple Queue Service (Amazon SQS) queue in a different AWS Region to manage writes to the DB instance,,C,
1347,873,"Which AWS service or feature helps restrict the AWS services. resources, and individual API actions the users and roles in each member account can access?",Amazon Cognito,AWS Organizations,AWS Shield,AWS Firewall Manager,,C,
1596,874,A company is connecting multiple VPCs and on-premises networks. The company needs to use an AWS service as a cloud router to simplify peering relationships. Which AWS service can the company use to meet this requirement?,AWS Direct Connect,AWS Transit Gateway,Amazon Connect,Amazon Route 53,,B,
1600,875,A company is managing millions of documents in hundreds of Amazon S3 buckets that are located in multiple AWS Regions. The company needs to find out if the S3 buckets are hosting information (PII). What can the company do to meet this requirement with the LEAST amount of operational overhead?,Use Amazon Detective to identify any PII that is stored in the S3 buckets,Use AWS Trusted Advisor to generate PII notifications,Use Amazon Macie to identify and provide alerts about PII,Use AWS Lambda functions to review each file in the S3 buckets to identify PII,,C,
1332,876,Which AWS service allows customers to purchase unused Amazon EC2 capacity at an often discounted rate?,Reserved Instances,On-Demand Instances,Dedicated Instances,Spot Instances,,D,
1625,877,A company needs to set up a notification that provides an alert when the company’s AWS account reaches a present spending limit. Which AWS service or tool can meet this requirement?,AWS Cost and Usage Report,AWS Budgets,Cost Explorer,AWS Trusted Advisor,,B,
1713,878,Which of the following is included within the security pillar of the AWS Well-Architected Framework?,Identity federation,Data protection,Incident reporting,Disaster recovery,,C,
1277,879,A company must process a large amount of data from social media accounts by making graphical queries with high throughput. Which AWS service will help the company design a cloud architecture that will meet these requirements?,Amazon RDS,Amazon DynamoDB,Amazon Neptune,Amazon Redshift,,C,
1643,880,A company wants to be notified when its AWS Cloud costs or usage exceed defined thresholds. Which AWS service will support these requirements?,AWS Budgets,Cost Explorer,AWS CloudTrail,Amazon Made,,A,
1545,881,Which of the following is an AWS value proposition that describes a user's ability to scale infrastructure based on demand?,Speed of innovation,Resource elasticity,Decoupled architecture,Global deployment,,B,
1249,882,A company plans to create a data lake that uses Amazon S3. Which factor will have the MOST effect on cost?,The selection of S3 storage tiers,Charges to transfer existing data into Amazon S3,The addition of S3 bucket policies,S3 ingest fees for each request,,B,
1499,883,A user can increase operational efficiency in the AWS Cloud by.,leveraging AWS managed services,right-sizing AWS infrastructure,manually creating all necessary resources,managing their own software licenses,,A,
1786,884,An IT manager needs to monitor company AWS resources and collect utilization metrics from Amazon EC2 instances and Amazon DynamoDB. Which AWS service can the IT manager use to meet these requirements?,AWS CloudTrall,AWS Config,Amazon CloudWatch,AWS Trusted Advisor,,C,
